type_shoes,price,adress,image_link
Pantoufles,4000,"Cambérène, Dakar, Sénégal",https://images.coinafrique.com/thumb_3529128_uploaded_image1_1642500345.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3528221_uploaded_image1_1642431390.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3528219_uploaded_image1_1642431351.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526941_uploaded_image1_1642346098.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526938_uploaded_image1_1642345964.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3526935_uploaded_image1_1642345866.jpg
Chaussures,10000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3513868_uploaded_image1_1641563929.jpg
Baskets,15000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3496189_uploaded_image2_1640319435.jpeg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495835_uploaded_image1_1640284287.jpg
Chaussures,12000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3495410_uploaded_image1_1640264833.jpg
Souliers,15000,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3486610_uploaded_image1_1639656374.jpg
Sandales,1000,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3481315_uploaded_image1_1639352929.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3475296_uploaded_image1_1638981582.jpg
Ballerines,10000,"Ouest Foire, Dakar, Sénégal",https://images.coinafrique.com/thumb_3468451_uploaded_image1_1638628031.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462501_uploaded_image1_1638375325.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462499_uploaded_image1_1638375239.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3462497_uploaded_image1_1638375172.jpg
Chaussettes,9000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3451771_uploaded_image1_1637718423.jpg
Chaussures,7000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3432590_uploaded_image2_1636625019.jpeg
Chaussures,4500,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429468_uploaded_image1_1636466917.jpg
Baskets,Prixsurdemande,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3429274_uploaded_image1_1636462416.jpg
Sandales,2000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415129_uploaded_image1_1635810651.jpg
Chaussures,2000,"Mbao, Dakar, Sénégal",https://images.coinafrique.com/thumb_3415124_uploaded_image1_1635810270.jpg
Sandales,1500,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401227_uploaded_image1_1635079924.jpg
Sandales,1500,"Patte d'oie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3401225_uploaded_image1_1635079810.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400235_uploaded_image1_1634998926.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3400230_uploaded_image1_1634998844.jpg
Baskets,14000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3398164_uploaded_image1_1634895995.jpg
Chaussures,12000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3391943_uploaded_image1_1634574064.jpg
Chaussures,6500,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3378261_uploaded_image1_1633851365.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372302_uploaded_image1_1633544921.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3372289_uploaded_image1_1633544246.jpg
Chaussures,12000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3370357_uploaded_image1_1633470461.jpg
Chaussures,12000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3370124_uploaded_image1_1633461260.jpg
Chaussures,6000,"Guediawaye, Dakar, Sénégal",https://images.coinafrique.com/thumb_3365662_uploaded_image1_1633268172.jpg
Mocassins,15000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3354895_uploaded_image1_1632752207.jpg
Chaussures,8000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3349497_uploaded_image1_1632394857.jpg
Chaussures,5000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3336753_uploaded_image1_1631736848.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3331774_uploaded_image2_1631522808.jpeg
Baskets,7000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3327812_uploaded_image1_1631278298.jpg
Sandales,Prixsurdemande,"Sicap Liberté, Dakar, Sénégal",https://images.coinafrique.com/thumb_3326737_uploaded_image1_1631219825.jpg
Mocassins,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3319920_uploaded_image1_1630947708.jpg
Baskets,7000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3316031_uploaded_image1_1630757466.jpg
Chaussures,13500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3312395_uploaded_image1_1630601772.jpg
Chaussures,2500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3305453_uploaded_image2_1630348767.jpeg
Chaussures,13500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288174_uploaded_image1_1629374418.jpg
Chaussures,13500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288168_uploaded_image1_1629374275.jpg
Chaussures,13500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3288165_uploaded_image1_1629374192.jpg
Chaussures,3000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3267690_uploaded_image1_1628334320.jpg
Chaussures,12500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3252340_uploaded_image1_1627653888.jpg
Chaussures,15000,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3247099_uploaded_image1_1627387079.jpg
Babouches,7000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3231496_uploaded_image1_1626390253.jpg
Chaussures,10000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3227293_uploaded_image1_1626223659.jpg
Chaussures,15000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_3224546_uploaded_image1_1626108022.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3222222_uploaded_image1_1626008303.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219248_uploaded_image1_1625842846.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219232_uploaded_image1_1625842643.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3219227_uploaded_image1_1625842539.jpg
Chaussures,10000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217628_uploaded_image1_1625766871.jpg
Chaussures,10000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217622_uploaded_image1_1625766711.jpg
Chaussures,10000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217486_uploaded_image1_1625761437.jpg
Chaussures,10000,"Hann Bel-Air, Dakar, Sénégal",https://images.coinafrique.com/thumb_3217457_uploaded_image1_1625760969.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3214895_uploaded_image1_1625663507.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3214892_uploaded_image2_1625663433.jpeg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3202429_uploaded_image3_1625166497.jpeg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3196322_uploaded_image1_1624907984.jpg
Baskets,15000,"Point E, Dakar, Sénégal",https://images.coinafrique.com/thumb_3171528_uploaded_image1_1623678884.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3163306_uploaded_image1_1623261796.jpg
Chaussures,5000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3156703_uploaded_image1_1623001294.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3141004_uploaded_image2_1622376414.jpeg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3141001_uploaded_image1_1622376331.jpg
Chaussures,6000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3140539_uploaded_image1_1622331287.jpg
Chaussures,5000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138744_uploaded_image1_1622222944.jpg
Chaussures,5000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3138741_uploaded_image1_1622222899.jpg
Chaussures,6000,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3136795_uploaded_image1_1622129786.jpg
Chaussures,12000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3128593_uploaded_image1_1621701550.jpg
Chaussures,8500,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3124327_uploaded_image1_1621494874.jpg
Chaussures,5000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_3106484_uploaded_image1_1620567535.jpg
Chaussures,2500,"Dieuppeul-Derklé, Dakar, Sénégal",https://images.coinafrique.com/thumb_3105886_uploaded_image1_1620525968.jpg
Chaussures,6000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3102441_uploaded_image1_1620372742.jpg
Chaussures,6000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3102432_uploaded_image1_1620372465.jpg
Chaussures,3500,"Parcelle Assainies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3102429_uploaded_image1_1620372293.jpg
Chaussures,6000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_3102419_uploaded_image1_1620371811.jpg
Chaussures,6000,"Rufisque, Sénégal",https://images.coinafrique.com/thumb_3102417_uploaded_image1_1620371690.jpg
Chaussures,10000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3102122_uploaded_image1_1620341974.jpg
Chaussures,50000,"Fann-Point E-Amitié, Dakar, Sénégal",https://images.coinafrique.com/thumb_3100228_uploaded_image1_1620285689.jpg
Chaussures,Prixsurdemande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3099833_uploaded_image1_1620253098.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3095584_uploaded_image1_1620089749.jpg
Chaussures,15000,"Biscuiterie, Dakar, Sénégal",https://images.coinafrique.com/thumb_3093302_uploaded_image1_1620011941.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3088810_uploaded_image1_1619817941.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3088807_uploaded_image1_1619817848.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3085707_uploaded_image1_1619658806.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3085706_uploaded_image1_1619658731.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3085703_uploaded_image1_1619658542.jpg
Chaussures,5500,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3084737_uploaded_image1_1619615814.jpg
Chaussures,Prixsurdemande,"Grand Yoff, Dakar, Sénégal",https://images.coinafrique.com/thumb_3083915_uploaded_image1_1619572325.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3077278_uploaded_image1_1619226701.jpg
Chaussures,15000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3075527_uploaded_image1_1619145411.jpg
Chaussures,5000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3071648_uploaded_image1_1619000211.jpg
Chaussures,Prixsurdemande,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3071128_uploaded_image1_1618963694.jpg
Chaussures,Prixsurdemande,"Grand Dakar, Dakar, Sénégal",https://images.coinafrique.com/thumb_3060194_uploaded_image1_1618441376.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3052212_uploaded_image1_1618089468.jpg
Baskets,8000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3048378_uploaded_image1_1617915277.jpg
Chaussures,10000,"Ziguinchor, Sénégal",https://images.coinafrique.com/thumb_3047906_uploaded_image1_1617901111.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3047901_uploaded_image1_1617900953.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3047895_uploaded_image1_1617900785.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3040951_uploaded_image1_1617626335.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3040948_uploaded_image1_1617626252.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3039898_uploaded_image1_1617564756.jpg
Mocassins,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3039894_uploaded_image1_1617564682.jpg
Chaussures,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3039890_uploaded_image1_1617564616.jpg
Baskets,10000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3039797_uploaded_image1_1617561525.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3036158_uploaded_image1_1617387289.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3036156_uploaded_image1_1617387240.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3036155_uploaded_image1_1617387184.jpg
Ensemble,12000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3032235_uploaded_image1_1617269518.jpg
Chaussures,4000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3024586_uploaded_image1_1616871119.jpg
Chaussures,5000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_3024046_uploaded_image1_1616850690.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3021292_uploaded_image1_1616699181.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3021291_uploaded_image1_1616699088.jpg
Chaussures,8500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3019231_uploaded_image1_1616610393.jpg
Baskets,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3017496_uploaded_image1_1616529866.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3017343_uploaded_image1_1616522893.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3017342_uploaded_image1_1616522840.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3015628_uploaded_image1_1616441305.jpg
Chaussures,5000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_3012388_uploaded_image1_1616265482.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3010551_uploaded_image1_1616171723.jpg
Chaussures,Prixsurdemande,"Medina, Dakar, Sénégal",https://images.coinafrique.com/thumb_3007072_uploaded_image1_1615998986.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3006541_uploaded_image1_1615983073.jpg
Chaussures,8500,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3004980_uploaded_image1_1615909281.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_3000024_uploaded_image1_1615644889.jpg
Mocassin,8000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2998854_uploaded_image1_1615573131.jpg
Chaussure,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2972750_uploaded_image1_1614348026.jpg
Chaussures,6000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2972549_uploaded_image1_1614340377.jpg
Claquettes,6000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2972548_uploaded_image1_1614340301.jpg
Chaussures,3000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2956562_uploaded_image1_1613573380.jpg
Bottes,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2942252_uploaded_image1_1612898624.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2942163_uploaded_image1_1612894677.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2942161_uploaded_image1_1612894618.jpg
Chaussures,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2942148_uploaded_image1_1612894020.jpg
Chaussures,20000,"Dakar Plateau, Dakar, Sénégal",https://images.coinafrique.com/thumb_2934921_uploaded_image1_1612567043.jpg
Baskets,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2924613_uploaded_image1_1612202808.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2924609_uploaded_image1_1612202719.jpg
Baskets,1000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2905159_uploaded_image1_1611266722.jpg
Chaussures,30000,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2896647_uploaded_image1_1610917261.jpg
Chaussures,25000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2883679_uploaded_image1_1610381004.jpg
Chaussures,25000,"Almadies, Dakar, Sénégal",https://images.coinafrique.com/thumb_2883672_uploaded_image1_1610380885.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2867107_uploaded_image1_1609753243.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2862808_uploaded_image1_1609520465.jpg
Chaussures,2500,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2847269_uploaded_image1_1608653733.jpg
Baskets,10000,"Mermoz-Sacré Coeur, Dakar, Sénégal",https://images.coinafrique.com/thumb_2837971_uploaded_image1_1608232681.jpg
Chaussures,10000,"HLM, Dakar, Sénégal",https://images.coinafrique.com/thumb_2831294_uploaded_image1_1607984493.jpg
Chaussures,Prixsurdemande,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2830947_uploaded_image1_1607971324.jpg
Chaussure,Prixsurdemande,"Dakar, Sénégal",https://images.coinafrique.com/thumb_2822660_uploaded_image1_1607610140.jpg
Baskets,Prixsurdemande,"Fass, Dakar, Sénégal",https://images.coinafrique.com/thumb_2818578_uploaded_image1_1607458128.jpg
Chaussures,5000,"Colobane, Dakar, Sénégal",https://images.coinafrique.com/thumb_2812381_uploaded_image1_1607243451.jpg
